name,image_id,confidence,xmin,ymin,xmax,ymax
echinus,000262,0.415179938,1997,1821,2121,1928
echinus,000262,0.560834527,1357,1367,1465,1477
echinus,000263,0.600700855,430,1759,879,2154
holothurian,000263,0.690047443,2502,6,2953,177
echinus,000263,0.851061642,527,223,1006,559
echinus,000264,0.593916535,2169,845,2384,1043
echinus,000264,0.688702703,2868,197,3092,407
echinus,000264,0.787530124,1628,1227,1850,1436
echinus,000264,0.832246006,2260,1861,2518,2107
echinus,000264,0.842519701,2033,1479,2268,1696
holothurian,000264,0.902932584,1028,661,1327,857
echinus,000265,0.624954462,1132,626,1319,811
holothurian,000265,0.672657907,2680,21,2901,141
echinus,000265,0.755708158,801,1123,1027,1323
echinus,000265,0.794632018,1277,1172,1484,1361
echinus,000265,0.799645483,1576,1330,1778,1517
holothurian,000265,0.803950548,3,944,323,1094
starfish,000266,0.252941281,357,1584,565,1740
echinus,000266,0.299705833,2380,14,2711,234
echinus,000266,0.784005582,410,323,642,522
starfish,000266,0.803760707,1606,1810,1769,2122
echinus,000266,0.810716391,501,1924,794,2160
echinus,000266,0.82127279,931,45,1179,322
echinus,000266,0.841221869,1456,503,1814,804
starfish,000266,0.88376087,2262,504,2537,861
echinus,000267,0.660966158,2069,1977,2381,2160
holothurian,000267,0.70184958,680,13,1225,197
echinus,000267,0.784675181,2427,1727,2889,2085
echinus,000267,0.832609713,3052,132,3448,463
holothurian,000267,0.915994406,1130,1369,1656,1862
holothurian,000268,0.384757847,1173,1623,1428,1821
echinus,000268,0.507395327,3600,1633,3832,1938
scallop,000268,0.573911011,1248,82,1379,223
echinus,000268,0.575494885,3481,1269,3840,1693
holothurian,000268,0.840787232,936,1158,1251,1476
holothurian,000268,0.845946312,1686,662,1983,898
echinus,000268,0.864289105,1517,1767,1805,2076
starfish,000268,0.887836337,2015,1123,2295,1427
starfish,000269,0.269656241,3542,2005,3828,2160
echinus,000269,0.6902197,1691,1269,1869,1431
echinus,000269,0.763886154,2581,1437,2790,1626
echinus,000269,0.791293919,2252,1540,2480,1758
echinus,000269,0.811640799,1334,1070,1496,1187
echinus,000270,0.265131414,142,480,340,679
echinus,000270,0.464325309,2707,1163,2978,1328
starfish,000270,0.551455557,104,266,349,506
echinus,000270,0.553249359,1564,1835,1826,2085
echinus,000270,0.770045877,2258,1646,2544,1923
echinus,000270,0.80387944,1962,1347,2209,1609
starfish,000270,0.868653357,2455,456,2727,693
starfish,000270,0.900802255,1555,146,1835,437
starfish,000271,0.446501464,1672,963,1809,1192
starfish,000271,0.715059876,831,1351,996,1478
starfish,000271,0.747985423,510,69,739,281
echinus,000271,0.75919497,3150,1322,3455,1605
starfish,000271,0.856198907,2125,1405,2419,1675
echinus,000271,0.859273374,3399,46,3840,465
starfish,000271,0.901436269,1561,1175,1850,1425
holothurian,000272,0.643958628,3,1118,290,1616
echinus,000272,0.796485901,1410,1325,1753,1693
echinus,000272,0.861900628,2749,1705,3308,2160
starfish,000272,0.893133581,1255,282,1629,627
echinus,000273,0.792125285,350,389,651,628
echinus,000273,0.795825243,1239,1703,1504,1940
starfish,000273,0.827612579,1234,1116,1484,1298
starfish,000274,0.416072577,444,2021,748,2158
starfish,000274,0.868052304,1025,1399,1317,1642
echinus,000275,0.833659887,1991,319,2639,914
holothurian,000275,0.846924126,1241,8,1896,480
holothurian,000276,0.687671721,1410,695,2018,1089
echinus,000277,0.354271173,950,837,1091,953
echinus,000277,0.489566535,137,856,261,976
echinus,000277,0.741088808,1462,626,1614,787
holothurian,000277,0.8380813,2335,1179,2582,1354
holothurian,000277,0.873412013,3132,1810,3779,2160
echinus,000278,0.482268572,588,355,793,553
echinus,000278,0.769326329,2366,6,2604,167
echinus,000278,0.77356416,1189,467,1383,671
echinus,000278,0.80040729,3543,298,3835,593
echinus,000278,0.860801458,1959,1035,2373,1398
echinus,000279,0.284415334,1580,1208,1756,1385
echinus,000279,0.362846196,3400,475,3546,634
echinus,000279,0.713427901,2506,2018,2738,2160
echinus,000279,0.779044926,2785,845,2947,991
echinus,000279,0.782555163,2704,1524,2909,1714
echinus,000280,0.425406098,3009,2094,3202,2160
echinus,000280,0.453007579,803,609,966,759
echinus,000280,0.502759695,1825,2101,1992,2160
echinus,000280,0.708747029,2400,743,2548,874
echinus,000280,0.751503706,1776,1765,1962,1949
echinus,000280,0.753371119,1032,953,1209,1119
echinus,000280,0.828410208,991,1704,1224,1934
echinus,000280,0.834078133,2958,1710,3166,1932
echinus,000281,0.320473164,2716,1437,2874,1577
echinus,000281,0.763569891,1740,1251,1949,1462
echinus,000281,0.860299289,1282,1518,1989,2160
echinus,000281,0.875629425,1102,1228,1605,1778
echinus,000282,0.255547911,1194,1509,1394,1669
echinus,000282,0.275902689,0,844,88,971
echinus,000282,0.824792266,2281,1440,2541,1704
echinus,000282,0.832981646,2133,1333,2333,1544
echinus,000283,0.627650857,2374,432,2609,652
holothurian,000283,0.666397333,1282,1138,1475,1372
echinus,000283,0.758339942,2380,1974,2795,2160
echinus,000283,0.790745616,1794,1917,2160,2160
starfish,000283,0.829269707,1741,1237,1988,1403
echinus,000284,0.291875243,1639,798,1764,920
echinus,000284,0.385425419,3326,1784,3655,2054
echinus,000284,0.781084001,763,1908,936,2096
echinus,000285,0.49411571,1676,7,1905,181
echinus,000285,0.656197548,0,1754,280,2106
echinus,000285,0.685490549,1581,1965,2019,2160
starfish,000285,0.771531105,1575,446,1754,802
echinus,000285,0.798603654,0,1301,385,1657
echinus,000285,0.802476823,1515,1564,1930,1964
echinus,000285,0.843875468,1097,1737,1515,2088
holothurian,000285,0.854026079,2832,263,3292,845
echinus,000286,0.323330194,1632,911,1838,1077
echinus,000286,0.798412085,2789,1521,3039,1727
echinus,000286,0.821184158,3366,1042,3653,1259
holothurian,000286,0.852670968,151,1383,724,1968
holothurian,000287,0.288785607,481,341,689,549
echinus,000287,0.361993223,1368,44,1563,227
echinus,000287,0.393983811,3287,498,3436,603
echinus,000287,0.43442598,2371,1216,2663,1432
starfish,000287,0.553804457,951,849,1088,992
echinus,000287,0.727415442,2626,1187,2903,1430
echinus,000287,0.790550768,376,963,698,1220
holothurian,000287,0.890045404,1042,1705,1457,2160
echinus,000288,0.306264967,883,2097,1095,2160
starfish,000288,0.506766558,2314,91,2473,252
echinus,000288,0.651419044,62,1068,286,1254
starfish,000288,0.778488934,1195,951,1376,1130
echinus,000288,0.792396367,140,1404,438,1663
echinus,000288,0.837678492,1681,164,2023,501
holothurian,000288,0.901584029,2106,1235,2757,2154
echinus,000289,0.250690639,571,209,597,232
echinus,000289,0.264030457,127,258,154,284
echinus,000289,0.317579955,192,254,213,277
echinus,000289,0.384424001,278,265,302,292
echinus,000289,0.451260179,313,256,340,286
echinus,000289,0.689077437,491,204,520,231
echinus,000289,0.704539895,364,320,400,355
echinus,000289,0.823094904,522,341,583,402
echinus,000289,0.825688064,474,329,525,375
echinus,000289,0.831782341,582,306,629,344
echinus,000290,0.28190437,354,79,384,107
echinus,000290,0.292672127,0,261,8,303
echinus,000290,0.367468357,352,35,375,58
echinus,000290,0.448243171,317,65,345,88
holothurian,000290,0.527243495,447,346,521,403
echinus,000290,0.540457904,285,83,310,107
echinus,000290,0.653713524,0,234,20,257
echinus,000290,0.72142005,164,202,197,236
echinus,000290,0.740117848,172,137,198,168
echinus,000290,0.740181625,115,203,148,237
echinus,000290,0.742630601,148,146,174,173
echinus,000290,0.747365952,35,245,72,275
echinus,000290,0.795221329,117,299,153,333
echinus,000290,0.842585385,161,358,213,405
starfish,000290,0.864567876,349,301,396,348
starfish,000291,0.346872747,1084,1895,1193,2079
starfish,000291,0.597235084,1795,272,1895,403
starfish,000291,0.857778251,2109,1480,2333,1739
echinus,000292,0.316116571,399,18,616,207
starfish,000292,0.753954768,1710,961,1907,1093
starfish,000292,0.814710915,1067,417,1341,563
echinus,000293,0.257572323,647,1019,885,1189
starfish,000293,0.387429804,2827,487,2923,634
echinus,000293,0.398540854,2396,2098,2555,2160
starfish,000293,0.474717408,991,1870,1168,2116
starfish,000293,0.745279551,1459,1217,1616,1377
starfish,000293,0.748537123,3058,1465,3227,1615
echinus,000293,0.766373634,1897,1751,2101,1972
echinus,000293,0.826901555,1466,319,1766,609
echinus,000294,0.643587232,2043,2016,2301,2160
starfish,000294,0.697681427,495,1058,654,1250
echinus,000294,0.812018394,2706,3,3098,216
echinus,000294,0.823974967,2248,667,2514,894
echinus,000294,0.836109102,1198,64,1461,351
echinus,000294,0.844606817,2838,469,3132,718
echinus,000294,0.85613358,2012,1353,2310,1636
starfish,000294,0.893593132,3257,604,3560,878
echinus,000295,0.592695773,2811,885,3064,1112
echinus,000295,0.760644019,1011,515,1213,709
echinus,000295,0.788108408,2478,639,2706,854
echinus,000295,0.791436613,3644,1167,3840,1406
echinus,000295,0.802396476,777,254,941,423
echinus,000295,0.81331718,2675,633,2923,865
echinus,000295,0.830700934,194,361,435,581
echinus,000295,0.832585156,2910,1489,3214,1769
echinus,000295,0.835814893,1181,11,1397,223
starfish,000295,0.843308687,1900,1991,2091,2160
starfish,000295,0.847089112,2450,303,2711,483
echinus,000296,0.26227811,912,2103,1153,2160
echinus,000296,0.706690848,3161,907,3383,1094
echinus,000296,0.797485769,0,523,215,919
echinus,000296,0.798581839,3172,1420,3369,1617
echinus,000296,0.807785273,2153,1541,2358,1759
echinus,000296,0.821429908,523,159,888,473
echinus,000296,0.826878548,2840,1152,3093,1361
echinus,000296,0.833018124,2,11,224,303
echinus,000296,0.845391273,156,1814,584,2143
starfish,000297,0.323382676,3403,911,3577,1053
echinus,000297,0.32440564,0,1235,128,1464
echinus,000297,0.668434083,2853,716,3063,890
echinus,000297,0.700193942,3629,1522,3836,1749
echinus,000297,0.731484532,264,174,438,350
echinus,000297,0.752269745,3031,419,3218,596
echinus,000297,0.789403439,2014,698,2205,843
echinus,000297,0.808467805,3151,849,3397,1085
echinus,000297,0.835736573,1463,1466,1797,1798
echinus,000297,0.854433417,1348,1149,1634,1461
echinus,000298,0.29864642,1299,132,1401,210
echinus,000298,0.304337531,2666,2049,2905,2160
starfish,000298,0.314118922,1140,646,1311,765
echinus,000298,0.642123938,1361,206,1472,312
echinus,000298,0.77440691,2713,1173,2943,1367
echinus,000298,0.7806198,1726,1233,1897,1376
echinus,000298,0.804294825,1385,942,1568,1142
echinus,000298,0.810699165,1997,1532,2205,1748
echinus,000298,0.820806623,3294,1032,3562,1262
echinus,000298,0.839504838,3599,1179,3840,1406
echinus,000298,0.847763062,2846,706,3112,944
echinus,000299,0.459342778,1381,46,1525,194
echinus,000299,0.619270504,1707,1224,1876,1387
echinus,000299,0.749943256,3250,1973,3555,2160
echinus,000299,0.770602465,888,498,1014,614
echinus,000299,0.805068195,1574,724,1733,923
echinus,000299,0.852307141,2282,745,2606,1048
echinus,000299,0.856521487,2426,151,2722,447
starfish,000300,0.268565983,237,466,362,652
echinus,000300,0.423294187,5,639,123,781
echinus,000300,0.708547056,3729,1353,3840,1561
echinus,000300,0.735940337,227,267,412,456
echinus,000300,0.790930986,1401,89,1669,359
echinus,000300,0.794688106,1374,1913,1673,2160
echinus,000300,0.814183414,2753,1684,2999,1925
echinus,000300,0.819239497,918,1510,1212,1804
echinus,000300,0.826761127,931,10,1181,193
echinus,000300,0.828079462,812,381,1090,685
echinus,000301,0.420206279,391,1205,557,1371
starfish,000301,0.575916648,505,1748,674,1911
echinus,000301,0.69594115,122,346,273,468
echinus,000301,0.729977906,1514,82,1665,213
echinus,000301,0.739312947,1269,311,1453,494
echinus,000301,0.75084722,429,951,634,1127
echinus,000301,0.761961222,2115,569,2294,738
echinus,000301,0.795063019,1846,717,2057,907
echinus,000301,0.797222257,1820,393,2000,556
echinus,000301,0.80253911,646,168,786,322
echinus,000301,0.803493798,1458,1064,1682,1275
echinus,000301,0.804156542,1652,1375,1891,1607
echinus,000301,0.80759722,1335,620,1565,833
echinus,000301,0.807882786,1020,1390,1227,1628
starfish,000301,0.82766825,1090,410,1272,563
starfish,000301,0.836271048,604,2002,813,2160
echinus,000302,0.339473903,1450,1182,1584,1296
echinus,000302,0.453867972,463,71,641,214
echinus,000302,0.611137271,3665,133,3837,270
echinus,000302,0.645020902,2910,40,3063,187
echinus,000302,0.692969263,2251,1697,2514,1971
echinus,000302,0.816654027,3113,820,3343,1004
starfish,000302,0.837794244,622,1067,841,1248
starfish,000302,0.86928463,1628,955,1878,1193
starfish,000302,0.881229997,1367,1011,1609,1208
starfish,000302,0.891412735,3293,1221,3568,1451
echinus,000303,0.762922406,3675,317,3840,517
echinus,000303,0.825132847,2998,992,3262,1245
starfish,000303,0.833261907,1186,410,1402,570
echinus,000303,0.845550656,1,497,296,739
starfish,000303,0.861063957,1964,383,2203,556
starfish,000303,0.864977539,2227,338,2479,553
starfish,000303,0.883347511,2863,1387,3163,1659
echinus,000304,0.715875387,2713,0,3191,222
echinus,000304,0.74560529,577,61,788,254
echinus,000304,0.798111141,3471,1220,3840,1618
echinus,000304,0.831080496,1284,6,1580,246
echinus,000304,0.843771577,1792,257,2261,698
starfish,000305,0.269341558,585,910,756,1058
echinus,000305,0.371931165,3064,711,3267,901
echinus,000305,0.703906536,2010,715,2199,870
echinus,000305,0.745738804,3203,1181,3477,1382
echinus,000305,0.764677584,1029,362,1214,524
echinus,000305,0.807552338,758,1156,987,1380
echinus,000305,0.833858788,953,545,1179,751
echinus,000305,0.838892698,1449,1665,1737,1940
starfish,000306,0.261041492,1359,37,1575,179
echinus,000306,0.265069813,1388,106,1674,300
starfish,000306,0.303816199,1371,48,1644,255
echinus,000306,0.604129016,1371,32,1579,171
echinus,000306,0.728639185,815,5,1115,165
echinus,000306,0.788548708,3069,934,3313,1199
echinus,000306,0.792614102,1806,49,2012,213
starfish,000306,0.792712748,1399,112,1699,311
echinus,000306,0.813076854,1,227,224,484
echinus,000306,0.81595701,2140,315,2336,471
starfish,000306,0.864956319,2802,761,3111,1128
scallop,000307,0.503232837,11,1995,264,2160
holothurian,000308,0.572025955,3157,1985,3574,2160
echinus,000308,0.632865727,1957,1954,2228,2160
echinus,000308,0.681575537,1211,2041,1355,2160
echinus,000308,0.813988864,3083,773,3382,1026
echinus,000309,0.484596521,1011,784,1252,943
echinus,000309,0.671433628,1603,214,1864,430
scallop,000309,0.699768186,1363,1786,1573,2003
starfish,000309,0.875564277,2978,1326,3642,1647
echinus,000310,0.747319341,1595,1644,1836,1882
echinus,000310,0.766145527,1748,1743,2026,2002
echinus,000311,0.469567955,2977,293,3113,439
starfish,000311,0.631670594,2287,1916,2509,2150
echinus,000312,0.451328903,3590,1237,3743,1359
echinus,000312,0.869047642,1260,945,1607,1345
starfish,000312,0.88083297,1779,1501,2243,1965
echinus,000313,0.286924362,2390,0,2477,74
echinus,000313,0.297097623,2211,107,2301,191
echinus,000313,0.403538972,3373,497,3540,643
starfish,000313,0.415248483,3150,1612,3352,1695
echinus,000313,0.490876317,3064,178,3203,294
echinus,000313,0.596814811,3264,405,3401,543
echinus,000313,0.659788907,2723,731,2854,845
starfish,000313,0.688698649,760,1794,947,1891
echinus,000313,0.710560322,1888,454,1991,551
echinus,000313,0.725217044,2113,101,2205,188
echinus,000313,0.74303478,3710,1517,3840,1819
echinus,000313,0.753074527,2768,249,2896,344
echinus,000313,0.755782068,1847,375,1942,459
echinus,000313,0.757024527,2862,331,3000,459
echinus,000313,0.762457848,2049,992,2183,1123
echinus,000313,0.777058244,3221,129,3350,251
echinus,000313,0.783201158,2008,171,2101,264
echinus,000313,0.792392075,769,1517,899,1669
starfish,000313,0.839836121,3330,1685,3628,1852
echinus,000313,0.848276377,1289,1862,1513,2087
echinus,000314,0.535461485,907,1738,1009,1853
echinus,000314,0.547755122,1555,1924,1730,2092
echinus,000314,0.580768466,1356,1493,1480,1604
echinus,000314,0.594826996,2041,560,2137,650
echinus,000314,0.611348331,1108,1466,1199,1567
echinus,000314,0.627316058,3439,1211,3659,1348
echinus,000314,0.634091258,1776,620,1869,708
echinus,000314,0.671944559,2323,1999,2566,2160
echinus,000314,0.729262769,3345,1059,3475,1177
echinus,000314,0.781539977,2241,764,2346,861
echinus,000314,0.787038386,2406,1698,2615,1888
echinus,000314,0.792100966,2258,837,2385,952
echinus,000314,0.809947252,2295,1598,2464,1764
echinus,000315,0.251020789,2250,234,2335,306
echinus,000315,0.270876467,2147,1043,2232,1129
echinus,000315,0.319881648,3796,1000,3839,1178
echinus,000315,0.350679308,2499,227,2593,309
echinus,000315,0.389032543,2892,371,2992,458
echinus,000315,0.592720449,3300,1656,3530,1830
echinus,000315,0.59881711,1974,939,2072,1028
echinus,000315,0.609613299,2979,413,3090,515
echinus,000315,0.626867056,3681,859,3831,977
echinus,000315,0.64083904,1647,894,1740,990
echinus,000315,0.699134648,1225,1338,1338,1454
echinus,000315,0.731413603,1465,1359,1582,1480
starfish,000315,0.734651625,1401,1218,1540,1330
echinus,000315,0.777877867,1570,1104,1684,1225
echinus,000315,0.793156326,3522,813,3672,934
echinus,000315,0.815308392,3607,1282,3836,1471
starfish,000315,0.823448896,3312,1806,3586,2007
echinus,000316,0.366488665,2487,1629,2600,1729
echinus,000316,0.577127159,2005,1899,2142,2053
echinus,000316,0.603501558,2456,1805,2600,1925
starfish,000316,0.678678811,2358,1896,2484,1996
echinus,000316,0.699667633,3036,1921,3199,2059
echinus,000316,0.770378828,1886,1903,1992,2029
echinus,000316,0.773720384,2671,1916,2849,2064
echinus,000317,0.302184999,2976,613,3078,726
starfish,000317,0.448668122,2585,1151,2698,1240
echinus,000317,0.503235936,2361,2063,2551,2159
echinus,000317,0.60125947,2413,964,2513,1061
echinus,000317,0.617480993,822,1340,946,1442
starfish,000317,0.721204519,2576,1932,2720,2093
echinus,000317,0.76906693,1323,1442,1455,1572
starfish,000317,0.845194161,2644,1627,2840,1805
echinus,000318,0.291977495,3640,1650,3772,1777
echinus,000318,0.49135381,2354,2002,2472,2127
echinus,000318,0.532168925,1507,2021,1614,2133
echinus,000318,0.618774533,3166,1738,3304,1850
echinus,000318,0.695569515,2686,1673,2798,1776
echinus,000319,0.297132462,579,941,717,1038
scallop,000319,0.326595247,2369,1677,2547,1818
echinus,000319,0.336696565,1984,1074,2087,1152
echinus,000319,0.64994216,2289,2043,2570,2160
echinus,000319,0.677814066,3410,1908,3611,2051
starfish,000319,0.720442235,377,1165,547,1243
echinus,000319,0.787436724,869,902,1038,1049
echinus,000319,0.796594024,1830,1080,2005,1217
echinus,000319,0.840696216,0,1694,379,2099
echinus,000319,0.860618114,1695,1718,2046,2042
starfish,000320,0.307338029,1078,160,1224,282
echinus,000320,0.334543169,633,17,854,224
starfish,000320,0.608727455,2144,1889,2326,2050
starfish,000320,0.683292866,2610,1344,2740,1483
echinus,000320,0.698199749,478,1159,760,1412
echinus,000320,0.760676265,2,318,225,524
echinus,000320,0.804339647,242,1058,522,1298
echinus,000320,0.817514956,851,255,1089,474
starfish,000320,0.826091588,1723,1707,1946,1931
echinus,000321,0.279840142,1073,1239,1170,1336
echinus,000321,0.297330528,1974,2098,2178,2160
echinus,000321,0.393379807,2629,517,2741,628
echinus,000321,0.471816123,2838,548,2949,651
echinus,000321,0.534183204,2214,1837,2415,2008
echinus,000321,0.637872577,1431,1731,1592,1862
echinus,000321,0.647871315,2301,916,2419,1034
starfish,000321,0.757430434,2198,2061,2373,2158
starfish,000321,0.75781846,1691,1445,1850,1537
echinus,000321,0.784482956,1183,1852,1347,2018
echinus,000321,0.789638579,2378,1881,2648,2110
echinus,000321,0.791975021,2896,1182,3036,1308
echinus,000321,0.792033553,2060,1730,2234,1845
echinus,000321,0.806483209,2312,1626,2467,1777
echinus,000321,0.807148516,3566,1157,3765,1336
echinus,000321,0.815039158,1813,1686,1981,1828
echinus,000322,0.34062776,1437,643,1511,727
starfish,000322,0.372110248,971,1324,1069,1413
echinus,000322,0.488904357,2646,351,2768,463
echinus,000322,0.490587443,1885,1854,2133,2081
echinus,000322,0.498812318,2414,328,2531,442
echinus,000322,0.721330345,944,1715,1160,1906
starfish,000322,0.768141687,2660,1415,2834,1598
echinus,000322,0.769351482,2053,765,2178,902
echinus,000322,0.788011968,2023,1571,2213,1760
echinus,000322,0.802199125,1707,1689,1940,1858
echinus,000322,0.805704415,1413,1659,1626,1844
echinus,000322,0.807478011,2715,1028,2883,1176
starfish,000322,0.819269836,1313,1373,1504,1482
echinus,000322,0.821642935,3495,984,3743,1184
echinus,000322,0.82897079,2057,1924,2402,2160
echinus,000322,0.828985631,547,1899,787,2126
echinus,000323,0.292930037,1795,1136,1986,1281
starfish,000323,0.540651321,2373,1009,2574,1244
echinus,000323,0.618734002,2848,2025,3105,2160
echinus,000323,0.642560184,3644,1953,3840,2158
echinus,000323,0.653869867,3443,1685,3675,1949
echinus,000323,0.771896839,1494,616,1735,778
echinus,000323,0.79821372,689,771,978,982
starfish,000323,0.836312115,1303,955,1503,1111
echinus,000323,0.860650241,998,902,1269,1141
starfish,000323,0.896541476,1063,1713,1324,2043
echinus,000324,0.316012293,3274,1230,3587,1436
echinus,000324,0.360871494,0,1523,74,1982
starfish,000324,0.421854615,1626,1897,1785,2041
starfish,000324,0.481209934,2913,222,3214,386
starfish,000324,0.538456857,2083,1517,2209,1623
echinus,000324,0.700240731,2544,903,2770,1112
starfish,000324,0.713814676,1919,1729,2092,1912
echinus,000324,0.80932188,2290,5,2479,148
starfish,000324,0.860642135,2556,322,2769,558
starfish,000324,0.90553695,631,1300,1044,1716
echinus,000325,0.308302134,958,41,1203,264
echinus,000325,0.64193362,2110,298,2514,596
echinus,000325,0.731650472,1155,394,1439,676
echinus,000325,0.764342725,352,180,662,445
echinus,000325,0.78633374,566,1751,818,2011
starfish,000325,0.817922235,2877,947,3234,1378
starfish,000325,0.847167671,1782,150,2062,566
echinus,000325,0.87321049,2219,1425,2700,1860
starfish,000326,0.315666467,1091,552,1248,648
echinus,000326,0.423079878,1867,1842,2086,2029
echinus,000326,0.57990557,706,801,843,933
echinus,000326,0.582009077,1076,642,1201,750
starfish,000326,0.688895881,1488,623,1611,774
echinus,000326,0.707269967,2925,1753,3233,2062
echinus,000326,0.763882518,0,1960,197,2154
echinus,000326,0.798439622,1886,1312,2233,1661
starfish,000326,0.806434512,2892,785,3127,978
echinus,000326,0.826274753,1706,949,1989,1202
echinus,000326,0.829182684,1761,9,2019,259
echinus,000326,0.830340445,1282,1143,1530,1387
starfish,000326,0.83654201,2422,61,2704,374
starfish,000326,0.838213742,2443,1515,2736,1955
starfish,000326,0.878462732,380,1702,636,1983
starfish,000326,0.888808906,885,1461,1133,1692
echinus,000327,0.296158463,3110,1918,3289,2091
echinus,000327,0.843317926,77,379,777,1107
echinus,000327,0.85818702,232,1051,774,1595
echinus,000328,0.378252,1491,12,2017,214
echinus,000328,0.776511431,931,1644,1386,2124
echinus,000328,0.855343997,1586,217,2420,965
scallop,000329,0.282553226,607,1497,812,1690
echinus,000329,0.735869706,2540,978,2764,1172
echinus,000329,0.826331377,2549,1170,2807,1432
echinus,000330,0.576142371,1184,521,1565,816
echinus,000330,0.8548069,2575,329,2886,609
starfish,000331,0.251766115,1391,1262,1502,1462
starfish,000331,0.779801428,1848,987,1999,1128
echinus,000331,0.792261422,1678,966,1882,1191
starfish,000331,0.8244434,1319,557,1505,755
echinus,000331,0.825482011,1017,307,1269,540
echinus,000331,0.830747604,1836,1848,2109,2160
echinus,000332,0.316950053,606,1340,799,1584
starfish,000332,0.694364786,1022,904,1164,1033
echinus,000332,0.707236588,96,267,363,472
starfish,000332,0.76742655,452,502,656,691
echinus,000332,0.779536664,839,876,1040,1079
echinus,000332,0.788519561,1025,1613,1257,1844
echinus,000333,0.27800858,3796,1109,3839,1322
echinus,000333,0.28857246,171,2,456,134
starfish,000333,0.37273106,3526,353,3840,666
echinus,000333,0.517618597,761,446,922,641
starfish,000333,0.618259788,1743,509,1897,585
echinus,000333,0.661687195,693,656,918,881
echinus,000333,0.798563123,243,741,622,1063
echinus,000333,0.808419466,1853,468,2106,693
echinus,000333,0.822710395,2385,287,2680,503
echinus,000333,0.8230474,3366,1287,3779,1643
starfish,000333,0.867680848,542,1882,1192,2160
starfish,000334,0.335260153,1747,363,1935,452
echinus,000334,0.581434071,3647,1264,3840,1594
echinus,000334,0.737673461,589,223,793,448
echinus,000334,0.801667154,503,434,751,698
echinus,000334,0.814095676,1887,304,2208,558
echinus,000334,0.836511314,2495,114,2856,387
echinus,000334,0.840999126,2,455,400,835
starfish,000334,0.863821089,261,1829,1240,2153
echinus,000335,0.732252181,160,253,369,466
echinus,000335,0.782960236,3079,1081,3465,1434
echinus,000335,0.820313513,2955,1830,3477,2160
echinus,000335,0.820647538,1488,276,1796,541
echinus,000335,0.832330883,39,465,332,733
echinus,000335,0.838491023,2059,73,2411,335
starfish,000335,0.903141081,3,1788,708,2160
echinus,000336,0.562364042,197,1128,429,1269
echinus,000336,0.666844368,1056,1340,1225,1470
starfish,000336,0.761737525,1285,1492,1459,1613
echinus,000336,0.785140216,0,1329,207,1560
echinus,000336,0.785495102,1434,1527,1564,1667
echinus,000336,0.803300202,569,1186,812,1361
starfish,000337,0.385437131,3578,78,3736,222
echinus,000337,0.703696072,1191,7,1468,139
echinus,000337,0.71256727,3146,912,3407,1152
starfish,000337,0.884380043,589,166,870,422
starfish,000337,0.931363761,1508,756,2042,1176
echinus,000338,0.376040906,81,231,221,357
echinus,000338,0.420894057,2853,682,3036,837
echinus,000338,0.421995521,3020,1659,3315,1933
echinus,000338,0.458128393,1650,0,1882,94
starfish,000338,0.699653506,156,626,307,797
starfish,000338,0.730570436,381,400,581,581
starfish,000338,0.819403589,1295,87,1452,260
echinus,000338,0.826578856,1626,1571,1881,1887
echinus,000338,0.836141407,2464,1683,2850,2024
echinus,000338,0.844414711,832,1743,1138,2066
echinus,000338,0.845106661,1321,1243,1634,1521
echinus,000338,0.867051721,2028,1447,2347,1766
starfish,000338,0.888897181,1868,530,2177,771
scallop,000339,0.584467113,1147,1102,1307,1212
echinus,000339,0.66545248,1539,2,1835,144
echinus,000339,0.693783998,2829,959,3025,1161
starfish,000339,0.828909457,465,568,684,716
echinus,000339,0.84123373,1425,339,1870,675
echinus,000339,0.84263593,1252,1800,1563,2145
starfish,000339,0.883204281,2121,1576,2345,1830
starfish,000339,0.895872295,592,890,867,1134
echinus,000340,0.386684179,1295,1569,1409,1676
echinus,000340,0.46325779,1535,1145,1626,1225
echinus,000340,0.740475714,1875,952,1969,1038
echinus,000340,0.79540205,2200,1608,2329,1746
echinus,000340,0.816875935,1992,1242,2099,1349
echinus,000341,0.370418787,2019,421,2117,520
echinus,000341,0.39968276,1109,1443,1194,1532
echinus,000341,0.770456731,1747,1747,1858,1855
echinus,000341,0.775879085,2892,1676,3043,1828
echinus,000341,0.776791692,1814,1279,1912,1387
echinus,000341,0.786141574,2305,1512,2424,1630
echinus,000342,0.395629913,8,1029,158,1167
echinus,000342,0.475195885,1188,2073,1404,2160
starfish,000342,0.637680471,3519,403,3672,537
starfish,000342,0.661465526,321,1238,496,1382
starfish,000342,0.738164544,3014,1302,3149,1409
echinus,000342,0.79811269,78,398,277,594
echinus,000342,0.815449417,1386,1276,1609,1487
starfish,000342,0.819741249,3223,1605,3397,1760
starfish,000342,0.877318442,915,1407,1163,1609
echinus,000343,0.350829601,92,1144,220,1248
echinus,000343,0.360807389,67,549,175,658
echinus,000343,0.376836181,2892,779,3124,974
echinus,000343,0.446282715,436,1576,591,1727
echinus,000343,0.544974089,78,967,189,1093
echinus,000343,0.784992635,2394,527,2636,785
echinus,000343,0.789644599,1551,479,1750,618
echinus,000343,0.792415142,938,240,1108,398
echinus,000343,0.810508013,419,420,574,558
starfish,000344,0.490743816,218,248,412,417
echinus,000344,0.566868901,1795,0,2009,81
